Date,Open,High,Low,True Range,1D,,,,,,,
25/07/2018,8379.660156,8416.870117,8086.359863,330.510254,6.80%,,,,,,,
24/07/2018,7716.509766,8424.269531,7705.5,718.769531,7.29%,,,,,,,
23/07/2018,7414.709961,7771.5,7409.100098,362.399902,3.48%,,,,,,,
22/07/2018,7417.799805,7537.950195,7383.819824,154.130371,2.24%,,,,,,,
21/07/2018,7352.720215,7437.640137,7262.410156,175.229981,2.99%,,,,,,,
20/07/2018,7467.399902,7594.669922,7323.259766,271.410156,3.19%,,,,,,,
19/07/2018,7378.200195,7494.459961,7295.459961,199,3.10%,,,,,,,
18/07/2018,7315.319824,7534.990234,7280.470215,254.520019,7.10%,,,,,,,
17/07/2018,6739.649902,7387.240234,6684.169922,703.070312,8.56%,,,,,,,
16/07/2018,6357.009766,6741.75,6357.009766,384.740234,4.24%,,,,,,,
15/07/2018,6272.700195,6403.459961,6256.509766,146.950195,1.86%,,,,,,,
14/07/2018,6247.5,6298.189941,6212.220215,85.969726,1.64%,,,,,,,
13/07/2018,6235.029785,6310.549805,6192.240234,118.309571,2.96%,,,,,,,
12/07/2018,6396.779785,6397.100098,6136.419922,260.680176,2.96%,,,,,,,
11/07/2018,6330.77002,6444.959961,6330.470215,114.489746,4.17%,,,,,,,
10/07/2018,6739.209961,6767.740234,6320.720215,447.020019,4.14%,,,,,,,
09/07/2018,6775.080078,6838.680176,6724.339844,114.340332,1.84%,,,,,,,
08/07/2018,6857.799805,6885.910156,6747.97998,137.930176,3.17%,,,,,,,
07/07/2018,6668.709961,6863.990234,6579.240234,284.75,3.41%,,,,,,,
06/07/2018,6638.689941,6700.939941,6533.549805,167.390136,2.81%,,,,,,,
05/07/2018,6599.709961,6749.540039,6546.649902,202.890137,4.00%,,,,,,,
04/07/2018,6550.870117,6771.919922,6450.459961,321.459961,4.13%,,,,,,,
03/07/2018,6596.660156,6671.370117,6447.75,223.620117,4.72%,,,,,,,
02/07/2018,6380.379883,6683.859863,6305.700195,378.159668,4.07%,,,,,,,
01/07/2018,6411.680176,6432.850098,6289.290039,143.560059,3.18%,,,,,,,
30/06/2018,6214.220215,6465.509766,6214.220215,251.289551,5.74%,,,,,,,
29/06/2018,5898.129883,6261.660156,5835.75,425.910156,5.88%,,,,,,,
28/06/2018,6153.160156,6170.410156,5873.049805,297.360351,3.49%,,,,,,,
27/06/2018,6084.399902,6180,6052.850098,127.149902,2.59%,,,,,,,
26/06/2018,6253.549805,6290.160156,6093.669922,196.490234,3.27%,,,,,,,
25/06/2018,6171.970215,6327.370117,6119.680176,207.689941,4.91%,,,,,,,
24/06/2018,6164.279785,6223.779785,5826.410156,397.369629,4.52%,,,,,,,
23/06/2018,6090.100098,6224.819824,6071.810059,153.009765,6.63%,,,,,,,
22/06/2018,6737.879883,6747.080078,6006.600098,740.47998,6.17%,,,,,,,
21/06/2018,6780.089844,6810.939941,6715.169922,95.770019,2.26%,,,,,,,
20/06/2018,6770.759766,6821.560059,6611.879883,209.680176,2.39%,,,,,,,
19/06/2018,6742.390137,6822.5,6709.919922,112.580078,3.43%,,,,,,,
18/06/2018,6510.069824,6781.140137,6446.680176,334.459961,3.24%,,,,,,,
17/06/2018,6545.529785,6589.109863,6499.27002,89.839843,2.17%,,,,,,,
16/06/2018,6455.450195,6592.490234,6402.290039,190.200195,3.28%,,,,,,,
15/06/2018,6674.080078,6681.080078,6433.870117,247.209961,4.89%,,,,,,,
14/06/2018,6342.75,6707.140137,6334.459961,372.680176,5.45%,,,,,,,
13/06/2018,6596.879883,6631.660156,6285.629883,346.030273,5.15%,,,,,,,
12/06/2018,6905.819824,6907.959961,6542.080078,365.879883,4.19%,,,,,,,
11/06/2018,6799.290039,6910.180176,6706.629883,203.550293,6.63%,,,,,,,
10/06/2018,7499.549805,7499.549805,6709.069824,790.479981,6.17%,,,,,,,
09/06/2018,7632.52002,7683.580078,7531.97998,151.600098,1.90%,,,,,,,
08/06/2018,7685.140137,7698.189941,7558.399902,139.790039,1.50%,,,,,,,
07/06/2018,7650.819824,7741.27002,7650.819824,90.450196,1.76%,,,,,,,
06/06/2018,7625.970215,7680.430176,7502.009766,178.42041,2.83%,,,,,,,
05/06/2018,7500.899902,7643.22998,7397,246.22998,3.41%,,,,,,,
04/06/2018,7722.529785,7753.819824,7474.040039,279.779785,2.76%,,,,,,,
03/06/2018,7632.089844,7754.890137,7613.040039,141.850098,2.26%,,,,,,,
02/06/2018,7536.720215,7695.830078,7497.259766,198.570312,2.64%,,,,,,,
01/06/2018,7500.700195,7604.72998,7407.339844,197.390136,3.01%,,,,,,,
31/05/2018,7406.149902,7608.899902,7361.129883,247.770019,3.40%,,,,,,,
30/05/2018,7469.72998,7573.77002,7313.600098,260.169922,4.88%,,,,,,,
29/05/2018,7129.459961,7526.419922,7090.680176,435.739746,5.11%,,,,,,,
28/05/2018,7371.310059,7419.049805,7100.890137,318.159668,2.91%,,,,,,,
27/05/2018,7362.080078,7381.740234,7270.959961,110.780273,2.38%,,,,,,,
26/05/2018,7486.47998,7595.160156,7349.120117,246.040039,3.38%,,,,,,,
25/05/2018,7592.299805,7659.140137,7392.649902,266.490235,4.46%,,,,,,,
24/05/2018,7561.120117,7738.600098,7331.140137,407.459961,5.94%,,,,,,,
23/05/2018,8037.080078,8054.660156,7507.879883,546.780273,5.73%,,,,,,,
22/05/2018,8419.870117,8423.25,8004.580078,418.669922,3.59%,,,,,,,
21/05/2018,8522.330078,8557.519531,8365.120117,192.399414,3.33%,,,,,,,
20/05/2018,8246.990234,8562.410156,8205.240234,357.169922,3.31%,,,,,,,
19/05/2018,8255.730469,8372.05957,8183.350098,188.709472,3.02%,,,,,,,
18/05/2018,8091.830078,8274.120117,7974.819824,299.300293,4.13%,,,,,,,
17/05/2018,8370.049805,8445.540039,8054.120117,391.419922,4.26%,,,,,,,
16/05/2018,8504.410156,8508.429688,8175.490234,332.939454,4.09%,,,,,,,
15/05/2018,8705.19043,8836.19043,8456.450195,379.740235,5.12%,,,,,,,
14/05/2018,8713.099609,8881.120117,8367.969727,513.15039,5.24%,,,,,,,
13/05/2018,8515.490234,8773.549805,8395.120117,378.429688,4.86%,,,,,,,
12/05/2018,8441.44043,8664.860352,8223.5,441.360352,6.07%,,,,,,,
11/05/2018,9052.959961,9052.959961,8394.459961,658.5,5.44%,,,,,,,
10/05/2018,9325.959961,9396.040039,9040.519531,355.520508,3.79%,,,,,,,
09/05/2018,9223.730469,9374.759766,9031.620117,343.139649,3.61%,,,,,,,
08/05/2018,9380.870117,9462.75,9127.769531,334.980469,3.99%,,,,,,,
07/05/2018,9645.669922,9665.849609,9231.530273,434.319336,4.62%,,,,,,,
06/05/2018,9845.30957,9940.139648,9465.25,474.889648,3.84%,,,,,,,
05/05/2018,9700.280273,9964.5,9695.120117,269.379883,2.39%,,,,,,,
04/05/2018,9695.5,9779.200195,9585.959961,193.240234,4.35%,,,,,,,
03/05/2018,9233.969727,9798.330078,9188.150391,610.179687,4.68%,,,,,,,
02/05/2018,9104.599609,9256.519531,9015.139648,241.379883,3.28%,,,,,,,
01/05/2018,9251.469727,9255.879883,8891.049805,364.830078,3.58%,,,,,,,
30/04/2018,9426.110352,9477.139648,9166.80957,310.330078,3.47%,,,,,,,
29/04/2018,9346.410156,9531.490234,9193.709961,337.780273,4.57%,,,,,,,
28/04/2018,8939.269531,9412.089844,8931.990234,480.09961,4.67%,,,,,,,
27/04/2018,9290.629883,9375.469727,8987.049805,388.419922,5.32%,,,,,,,
26/04/2018,8867.320313,9281.509766,8727.089844,554.419922,7.73%,,,,,,,
25/04/2018,9701.030273,9745.320313,8799.839844,945.480469,9.80%,,,,,,,
24/04/2018,8934.339844,9732.610352,8927.830078,804.780274,5.54%,,,,,,,
23/04/2018,8794.389648,8958.549805,8788.80957,169.740235,2.19%,,,,,,,
22/04/2018,8925.05957,9001.639648,8779.610352,222.029296,3.21%,,,,,,,
21/04/2018,8848.790039,8997.570313,8652.150391,345.419922,5.92%,,,,,,,
20/04/2018,8286.879883,8880.230469,8244.540039,635.69043,4.88%,,,,,,,
19/04/2018,8159.27002,8298.69043,8138.779785,159.910645,2.97%,,,,,,,
18/04/2018,7944.430176,8197.799805,7886.009766,311.790039,4.44%,,,,,,,
17/04/2018,8071.660156,8285.959961,7881.720215,404.239746,5.10%,,,,,,,
16/04/2018,8337.570313,8371.150391,7925.72998,445.420411,4.90%,,,,,,,
15/04/2018,7999.330078,8338.419922,7999.330078,339.089844,4.02%,,,,,,,
14/04/2018,7874.669922,8140.709961,7846,294.709961,4.55%,,,,,,,
13/04/2018,7901.089844,8183.959961,7758.930176,425.029785,10.91%,,,,,,,
12/04/2018,6955.379883,7899.22998,6806.509766,1092.720214,9.08%,,,,,,,
11/04/2018,6843.470215,6968.319824,6817.589844,150.72998,2.35%,,,,,,,
10/04/2018,6795.439941,6872.410156,6704.149902,168.260254,4.86%,,,,,,,
09/04/2018,7044.319824,7178.109863,6661.990234,516.119629,5.11%,,,,,,,
08/04/2018,6919.97998,7111.560059,6919.97998,191.580079,4.61%,,,,,,,
07/04/2018,6630.509766,7050.540039,6630.509766,420.030273,5.15%,,,,,,,
06/04/2018,6815.959961,6857.490234,6575,282.490234,4.17%,,,,,,,
05/04/2018,6848.649902,6933.819824,6644.799805,289.020019,6.40%,,,,,,,
04/04/2018,7456.410156,7469.879883,6803.879883,666,7.92%,,,,,,,
03/04/2018,7102.259766,7530.939941,7072.490234,458.449707,5.68%,,,,,,,
02/04/2018,6844.859863,7135.470215,6816.580078,318.890137,6.09%,,,,,,,
01/04/2018,7003.060059,7060.950195,6526.870117,534.080078,6.37%,,,,,,,
31/03/2018,6892.47998,7207.850098,6863.52002,344.330078,6.53%,,,,,,,
30/03/2018,7171.450195,7276.660156,6683.930176,592.72998,9.44%,,,,,,,
29/03/2018,7979.069824,7994.330078,7081.379883,912.950195,7.83%,,,,,,,
28/03/2018,7836.830078,8122.890137,7809.169922,313.720215,4.57%,,,,,,,
27/03/2018,8200,8232.780273,7797.279785,435.500488,6.14%,,,,,,,
26/03/2018,8498.469727,8530.080078,7921.430176,608.649902,4.89%,,,,,,,
25/03/2018,8612.80957,8682.009766,8449.099609,232.910157,3.16%,,,,,,,
24/03/2018,8901.950195,8996.179688,8665.700195,330.479493,4.86%,,,,,,,
23/03/2018,8736.25,8879.620117,8360.620117,519,5.90%,,,,,,,
22/03/2018,8939.44043,9100.709961,8564.900391,535.80957,4.85%,,,,,,,
21/03/2018,8937.480469,9177.370117,8846.330078,331.040039,5.76%,,,,,,,
20/03/2018,8619.669922,9051.019531,8389.889648,661.129883,6.92%,,,,,,,
19/03/2018,8344.120117,8675.870117,8182.399902,493.470215,8.50%,,,,,,,
18/03/2018,7890.52002,8245.509766,7397.990234,847.519532,8.30%,,,,,,,
17/03/2018,8321.910156,8346.530273,7812.819824,533.710449,6.69%,,,,,,,
16/03/2018,8322.910156,8585.150391,8005.310059,579.840332,7.39%,,,,,,,
15/03/2018,8290.759766,8428.349609,7783.049805,645.299804,10.49%,,,,,,,
14/03/2018,9214.650391,9355.849609,8068.589844,1287.259765,9.81%,,,,,,,
13/03/2018,9173.040039,9470.379883,8958.19043,512.189453,7.78%,,,,,,,
12/03/2018,9602.929688,9937.5,8956.429688,981.070312,11.78%,,,,,,,
11/03/2018,8852.780273,9711.889648,8607.120117,1104.769531,9.67%,,,,,,,
10/03/2018,9350.589844,9531.320313,8828.469727,702.850586,8.80%,,,,,,,
09/03/2018,9414.69043,9466.349609,8513.030273,953.319336,8.87%,,,,,,,
08/03/2018,9951.44043,10147.40039,9335.870117,811.530273,9.48%,,,,,,,
07/03/2018,10803.90039,10929.5,9692.120117,1237.379883,8.88%,,,,,,,
06/03/2018,11500.09961,11500.09961,10694.29981,805.7998,4.62%,,,,,,,
05/03/2018,11532.40039,11704.09961,11443.90039,260.19922,2.77%,,,,,,,
04/03/2018,11497.40039,11512.59961,11136.09961,376.5,4.06%,,,,,,,
03/03/2018,11101.90039,11528.2002,11002.40039,525.79981,3.94%,,,,,,,
02/03/2018,10977.40039,11189,10850.09961,338.90039,5.00%,,,,,,,
01/03/2018,10385,11052.29981,10352.7002,699.59961,6.53%,,,,,,,
28/02/2018,10687.2002,11089.79981,10393.09961,696.7002,6.39%,,,,,,,
27/02/2018,10393.90039,10878.5,10246.09961,632.40039,8.30%,,,,,,,
26/02/2018,9669.429688,10475,9501.730469,973.269531,7.60%,,,,,,,
25/02/2018,9796.419922,9923.219727,9407.05957,516.160157,7.61%,,,,,,,
24/02/2018,10287.7002,10597.2002,9546.969727,1050.230473,9.07%,,,,,,,
23/02/2018,9937.070313,10487.29981,9734.55957,752.74024,8.69%,,,,,,,
22/02/2018,10660.40039,11039.09961,9939.089844,1100.009766,8.97%,,,,,,,
21/02/2018,11372.2002,11418.5,10479.09961,939.40039,7.42%,,,,,,,
20/02/2018,11231.79981,11958.5,11231.79981,726.70019,7.05%,,,,,,,
19/02/2018,10552.59961,11273.79981,10513.2002,760.59961,8.02%,,,,,,,
18/02/2018,11123.40039,11349.79981,10326,1023.79981,9.86%,,,,,,,
17/02/2018,10207.5,11139.5,10149.40039,990.09961,7.35%,,,,,,,
16/02/2018,10135.7002,10324.09961,9824.820313,499.279297,7.05%,,,,,,,
15/02/2018,9488.320313,10234.79981,9395.580078,839.219732,10.22%,,,,,,,
14/02/2018,8599.919922,9518.540039,8599.919922,918.620117,7.96%,,,,,,,
13/02/2018,8926.719727,8958.469727,8455.410156,503.059571,8.28%,,,,,,,
12/02/2018,8141.430176,8985.919922,8141.430176,844.489746,8.88%,,,,,,,
11/02/2018,8616.129883,8616.129883,7931.100098,685.029785,8.67%,,,,,,,
10/02/2018,8720.080078,9122.549805,8295.469727,827.080078,10.15%,,,,,,,
09/02/2018,8271.839844,8736.980469,7884.709961,852.270508,11.61%,,,,,,,
08/02/2018,7637.859863,8558.769531,7637.859863,920.909668,14.14%,,,,,,,
07/02/2018,7755.490234,8509.110352,7236.790039,1272.320313,21.80%,,,,,,,
06/02/2018,7051.75,7850.700195,6048.259766,1802.440429,20.62%,,,,,,,
05/02/2018,8270.540039,8364.839844,6756.680176,1608.159668,15.87%,,,,,,,
04/02/2018,9175.700195,9334.870117,8031.220215,1303.649902,14.02%,,,,,,,
03/02/2018,8852.120117,9430.75,8251.629883,1179.120117,13.81%,,,,,,,
02/02/2018,9142.280273,9142.280273,7796.490234,1345.790039,13.78%,,,,,,,
01/02/2018,10237.29981,10288.79981,8812.280273,1476.519537,10.29%,,,,,,,
31/01/2018,10108.2002,10381.59961,9777.419922,604.179688,8.29%,,,,,,,
30/01/2018,11306.79981,11307.2002,10036.2002,1271,8.37%,,,,,,,
29/01/2018,11755.5,11875.59961,11179.2002,696.39941,5.50%,,,,,,,
28/01/2018,11475.29981,12040.29981,11475.29981,565,5.33%,,,,,,,
27/01/2018,11174.90039,11614.90039,10989.2002,625.70019,8.05%,,,,,,,
26/01/2018,11256,11656.7002,10470.29981,1186.40039,8.38%,,,,,,,
25/01/2018,11421.7002,11785.7002,11057.40039,728.29981,7.29%,,,,,,,
24/01/2018,10903.40039,11501.40039,10639.79981,861.60058,9.64%,,,,,,,
23/01/2018,10944.5,11377.59961,10129.7002,1247.89941,12.78%,,,,,,,
22/01/2018,11633.09961,11966.40039,10240.2002,1726.20019,12.93%,,,,,,,
21/01/2018,12889.2002,12895.90039,11288.2002,1607.70019,13.10%,,,,,,,
20/01/2018,11656.2002,13103,11656.2002,1446.7998,9.92%,,,,,,,
19/01/2018,11429.79981,11992.79981,11172.09961,820.7002,8.86%,,,,,,,
18/01/2018,11198.79981,12107.29981,10942.5,1164.79981,15.05%,,,,,,,
17/01/2018,11431.09961,11678,9402.290039,2275.709961,21.41%,,,,,,,
16/01/2018,13836.09961,13843.09961,10194.90039,3648.19922,16.17%,,,,,,,
15/01/2018,13767.29981,14445.5,13641.7002,803.7998,7.12%,,,,,,,
14/01/2018,14370.79981,14511.79981,13268,1243.79981,6.99%,,,,,,,
13/01/2018,13952.40039,14659.5,13952.40039,707.09961,6.61%,,,,,,,
12/01/2018,13453.90039,14229.90039,13158.09961,1071.80078,9.97%,,,,,,,
11/01/2018,14968.2002,15018.79981,13105.90039,1912.89942,10.95%,,,,,,,
10/01/2018,14588.5,14973.29981,13691.2002,1282.09961,7.79%,,,,,,,
09/01/2018,15123.7002,15497.5,14424,1073.5,10.33%,,,,,,,
08/01/2018,16476.19922,16537.90039,14208.2002,2329.70019,10.90%,,,,,,,
07/01/2018,17527.30078,17579.59961,16087.7002,1491.89941,6.99%,,,,,,,
06/01/2018,17462.09961,17712.40039,16764.59961,947.80078,11.15%,,,,,,,
05/01/2018,15477.2002,17705.19922,15202.79981,2502.39941,12.18%,,,,,,,
04/01/2018,15270.7002,15739.7002,14522.2002,1217.5,6.50%,,,,,,,
03/01/2018,14978.2002,15572.79981,14844.5,728.29981,11.04%,,,,,,,
02/01/2018,13625,15444.59961,13163.59961,2281,11.47%,,,,,,,
01/01/2018,14112.2002,14112.2002,13154.7002,957.5,10.00%,,,,,,,
31/12/2017,12897.7002,14377.40039,12755.59961,1621.80078,13.46%,,,,,,,
30/12/2017,14681.90039,14681.90039,12350.09961,2331.80078,11.24%,,,,,,,
29/12/2017,14695.79981,15279,14307,972,9.21%,,,,,,,
28/12/2017,15864.09961,15888.40039,13937.29981,1951.10058,11.65%,,,,,,,
27/12/2017,16163.5,16930.90039,15114.29981,1816.60058,15.14%,,,,,,,
26/12/2017,14036.59961,16461.19922,14028.90039,2432.29883,12.78%,,,,,,,
25/12/2017,13995.90039,14593,13448.90039,1144.09961,10.34%,,,,,,,
24/12/2017,14608.2002,14626,12747.7002,1878.2998,13.09%,,,,,,,
23/12/2017,13948.7002,15603.2002,13828.79981,1774.40039,18.51%,,,,,,,
22/12/2017,15898,15943.40039,11833,4110.40039,19.03%,,,,,,,
21/12/2017,16642.40039,17567.69922,15342.7002,2224.99902,11.49%,,,,,,,
20/12/2017,17760.30078,17934.69922,16077.7002,1856.99902,9.83%,,,,,,,
19/12/2017,19118.30078,19177.80078,17275.40039,1902.40039,7.63%,,,,,,,
18/12/2017,19106.40039,19371,18355.90039,1015.09961,5.47%,,,,,,,
17/12/2017,19475.80078,20089,18974.09961,1114.90039,9.34%,,,,,,,
16/12/2017,17760.30078,19716.69922,17515.30078,2201.39844,11.31%,,,,,,,
15/12/2017,16601.30078,18154.09961,16601.30078,1552.79883,7.48%,,,,,,,
14/12/2017,16384.59961,17085.80078,16185.90039,899.90039,7.18%,,,,,,,
13/12/2017,17500,17653.09961,16039.7002,1613.39941,8.34%,,,,,,,
12/12/2017,16919.80078,17781.80078,16571.59961,1210.20117,10.76%,,,,,,,
11/12/2017,15427.40039,17513.90039,15404.79981,2109.10058,15.60%,,,,,,,
10/12/2017,15168.40039,15850.59961,13226.59961,2624,17.35%,,,,,,,
09/12/2017,16523.30078,16783,13674.90039,3108.09961,20.01%,,,,,,,
08/12/2017,17802.90039,18353.40039,14336.90039,4016.5,27.54%,,,,,,,
07/12/2017,14266.09961,17899.69922,14057.29981,3842.39941,26.37%,,,,,,,
06/12/2017,11923.40039,14369.09961,11923.40039,2445.69922,12.29%,,,,,,,
05/12/2017,11685.7002,12032,11604.59961,427.40039,4.43%,,,,,,,
04/12/2017,11315.40039,11657.2002,11081.79981,575.40039,7.09%,,,,,,,
03/12/2017,11082.7002,11858.7002,10862,996.7002,6.43%,,,,,,,
02/12/2017,10978.29981,11320.2002,10905.09961,415.10059,8.66%,,,,,,,
01/12/2017,10198.59961,11046.7002,9694.650391,1352.049809,14.89%,,,,,,,
30/11/2017,9906.790039,10801,9202.049805,1598.950195,17.44%,,,,,,,
29/11/2017,10077.40039,11517.40039,9601.030273,1916.370117,11.74%,,,,,,,
28/11/2017,9823.429688,10125.7002,9736.299805,389.400395,4.57%,,,,,,,
27/11/2017,9352.719727,9818.349609,9352.719727,465.629882,6.90%,,,,,,,
26/11/2017,8789.040039,9522.929688,8775.589844,747.339844,8.17%,,,,,,,
25/11/2017,8241.709961,8790.919922,8191.149902,599.77002,6.40%,,,,,,,
24/11/2017,8074.02002,8374.160156,7940.930176,433.22998,4.02%,,,,,,,
23/11/2017,8232.379883,8267.400391,8038.77002,228.630371,2.82%,,,,,,,
22/11/2017,8077.950195,8302.259766,8075.470215,226.789551,4.95%,,,,,,,
21/11/2017,8205.740234,8348.660156,7762.709961,585.950195,6.05%,,,,,,,
20/11/2017,8039.069824,8336.860352,7949.359863,387.500489,5.12%,,,,,,,
19/11/2017,7766.029785,8101.910156,7694.100098,407.810058,5.39%,,,,,,,
18/11/2017,7697.209961,7884.990234,7463.439941,421.550293,5.51%,,,,,,,
17/11/2017,7853.569824,8004.589844,7561.089844,443.5,8.43%,,,,,,,
16/11/2017,7323.240234,7967.379883,7176.580078,790.799805,11.29%,,,,,,,
15/11/2017,6634.759766,7342.25,6634.759766,707.490234,7.70%,,,,,,,
14/11/2017,6561.47998,6764.97998,6461.75,303.22998,10.69%,,,,,,,
13/11/2017,5938.25,6811.189941,5844.290039,966.899902,16.46%,,,,,,,
12/11/2017,6295.450195,6625.049805,5519.009766,1106.040039,13.41%,,,,,,,
11/11/2017,6618.609863,6873.149902,6204.220215,668.929687,10.76%,,,,,,,
10/11/2017,7173.72998,7312,6436.870117,875.129883,8.19%,,,,,,,
09/11/2017,7446.830078,7446.830078,7101.52002,345.310058,7.06%,,,,,,,
08/11/2017,7141.379883,7776.419922,7114.02002,662.399902,6.35%,,,,,,,
07/11/2017,7023.100098,7253.319824,7023.100098,230.219726,4.52%,,,,,,,
06/11/2017,7403.220215,7445.77002,7007.310059,438.459961,4.88%,,,,,,,
05/11/2017,7404.52002,7617.47998,7333.189941,284.290039,5.21%,,,,,,,
04/11/2017,7164.47998,7492.859863,7031.279785,461.580078,6.49%,,,,,,,
03/11/2017,7087.529785,7461.290039,7002.939941,458.350098,7.87%,,,,,,,
02/11/2017,6777.77002,7367.330078,6758.720215,608.609863,7.75%,,,,,,,
01/11/2017,6440.970215,6767.310059,6377.879883,389.430176,6.17%,,,,,,,
31/10/2017,6132.02002,6470.430176,6103.330078,367.100098,4.43%,,,,,,,
30/10/2017,6114.850098,6214.990234,6040.850098,174.140136,6.13%,,,,,,,
29/10/2017,5754.439941,6255.709961,5724.580078,531.129883,6.21%,,,,,,,
28/10/2017,5787.819824,5876.720215,5689.189941,187.530274,3.79%,,,,,,,
27/10/2017,5899.740234,5988.390137,5728.819824,259.570313,4.48%,,,,,,,
26/10/2017,5747.950195,5976.799805,5721.220215,255.57959,5.54%,,,,,,,
25/10/2017,5524.600098,5754.330078,5397.879883,356.450195,6.64%,,,,,,,
24/10/2017,5935.52002,5935.52002,5504.180176,431.339844,6.45%,,,,,,,
23/10/2017,6006,6075.589844,5732.470215,343.119629,5.19%,,,,,,,
22/10/2017,6036.660156,6076.259766,5792.339844,283.919922,4.28%,,,,,,,
21/10/2017,5996.790039,6194.879883,5965.069824,229.810059,5.80%,,,,,,,
20/10/2017,5708.109863,6060.109863,5627.22998,432.879883,5.79%,,,,,,,
19/10/2017,5583.740234,5744.350098,5531.060059,213.290039,5.94%,,,,,,,
18/10/2017,5603.819824,5603.819824,5151.439941,452.379883,6.79%,,,,,,,
17/10/2017,5741.580078,5800.350098,5472.720215,327.629883,4.92%,,,,,,,
16/10/2017,5687.569824,5776.22998,5544.209961,232.020019,5.19%,,,,,,,
15/10/2017,5835.959961,5852.47998,5478.609863,373.870117,5.49%,,,,,,,
14/10/2017,5643.529785,5837.700195,5591.640137,246.060058,5.94%,,,,,,,
13/10/2017,5464.160156,5840.299805,5436.850098,403.449707,10.65%,,,,,,,
12/10/2017,4829.580078,5446.910156,4822,624.910156,7.80%,,,,,,,
11/10/2017,4789.25,4873.72998,4751.629883,122.100097,2.92%,,,,,,,
10/10/2017,4776.209961,4922.169922,4765.100098,157.069824,5.11%,,,,,,,
09/10/2017,4614.52002,4878.709961,4564.25,314.459961,6.02%,,,,,,,
08/10/2017,4429.669922,4624.140137,4405.640137,218.5,3.91%,,,,,,,
07/10/2017,4369.350098,4443.879883,4321.049805,122.830078,2.49%,,,,,,,
06/10/2017,4324.459961,4413.27002,4320.529785,92.740235,3.44%,,,,,,,
05/10/2017,4229.879883,4362.640137,4164.049805,198.590332,3.94%,,,,,,,
04/10/2017,4319.370117,4352.310059,4210.419922,141.890137,3.58%,,,,,,,
03/10/2017,4408.459961,4432.470215,4258.890137,173.580078,3.03%,,,,,,,
02/10/2017,4395.810059,4470.22998,4377.459961,92.770019,2.61%,,,,,,,
01/10/2017,4341.049805,4403.740234,4269.810059,133.930175,3.98%,,,,,,,
30/09/2017,4166.109863,4358.430176,4160.859863,197.570313,4.47%,,,,,,,
29/09/2017,4171.620117,4214.629883,4039.290039,175.339844,4.11%,,,,,,,
28/09/2017,4197.129883,4279.310059,4109.700195,169.609864,6.36%,,,,,,,
27/09/2017,3892.939941,4210.049805,3884.820068,325.229737,5.41%,,,,,,,
26/09/2017,3928.409912,3969.889893,3869.899902,99.989991,5.01%,,,,,,,
25/09/2017,3681.580078,3950.25,3681.580078,268.669922,5.24%,,,,,,,
24/09/2017,3796.149902,3796.149902,3666.899902,129.25,4.87%,,,,,,,
23/09/2017,3629.919922,3819.209961,3594.580078,224.629883,5.92%,,,,,,,
22/09/2017,3628.02002,3758.27002,3553.530029,204.739991,6.50%,,,,,,,
21/09/2017,3901.469971,3916.419922,3613.629883,302.790039,6.08%,,,,,,,
20/09/2017,3916.360107,4031.389893,3857.72998,173.659913,4.90%,,,,,,,
19/09/2017,4073.790039,4094.070068,3868.870117,225.199951,9.93%,,,,,,,
18/09/2017,3591.090088,4079.22998,3591.090088,488.139892,9.81%,,,,,,,
17/09/2017,3606.280029,3664.810059,3445.639893,219.170166,7.43%,,,,,,,
16/09/2017,3637.75,3808.840088,3487.790039,321.050049,17.49%,,,,,,,
15/09/2017,3166.300049,3733.449951,2946.620117,786.829834,20.04%,,,,,,,
14/09/2017,3875.370117,3920.600098,3153.860107,766.739991,13.42%,,,,,,,
13/09/2017,4131.97998,4131.97998,3789.919922,342.060058,7.21%,,,,,,,
12/09/2017,4168.879883,4344.649902,4085.219971,259.429931,5.11%,,,,,,,
11/09/2017,4122.470215,4261.669922,4099.399902,162.27002,5.40%,,,,,,,
10/09/2017,4229.339844,4245.439941,3951.040039,294.399902,5.78%,,,,,,,
09/09/2017,4229.810059,4308.819824,4114.109863,194.709961,8.47%,,,,,,,
08/09/2017,4605.160156,4661,4075.179932,585.820068,8.17%,,,,,,,
07/09/2017,4589.140137,4655.040039,4491.330078,163.709961,4.62%,,,,,,,
06/09/2017,4376.589844,4617.25,4376.589844,240.660156,7.93%,,,,,,,
05/09/2017,4228.290039,4427.839844,3998.110107,429.729737,9.94%,,,,,,,
04/09/2017,4591.629883,4591.629883,4108.399902,483.229981,8.50%,,,,,,,
03/09/2017,4585.27002,4714.080078,4417.589844,296.490234,8.18%,,,,,,,
02/09/2017,4901.419922,4975.040039,4469.240234,505.799805,7.65%,,,,,,,
01/09/2017,4701.759766,4892.009766,4678.529785,213.479981,4.39%,,,,,,,
31/08/2017,4555.589844,4736.049805,4549.399902,186.649903,3.74%,,,,,,,
30/08/2017,4570.359863,4626.52002,4471.410156,155.109864,4.88%,,,,,,,
29/08/2017,4389.209961,4625.680176,4352.129883,273.550293,5.16%,,,,,,,
28/08/2017,4384.450195,4403.930176,4224.640137,179.290039,3.21%,,,,,,,
27/08/2017,4345.100098,4416.589844,4317.290039,99.299805,2.39%,,,,,,,
26/08/2017,4372.060059,4379.279785,4269.52002,109.759765,2.98%,,,,,,,
25/08/2017,4332.819824,4455.700195,4307.350098,148.350097,4.77%,,,,,,,
