Date,Open,High,Low,True Range,1D,,,,,,,
06/05/2020,9007.441406,9411.467773,8966.706055,444.761718,3.65%,,,,,,,
05/05/2020,8912.832031,9062.415039,8856.827148,205.587891,2.91%,,,,,,,
04/05/2020,8895.745117,8956.90625,8645.024414,311.881836,3.61%,,,,,,,
03/05/2020,8983.614258,9167.78125,8830.97168,336.80957,3.00%,,,,,,,
02/05/2020,8869.057617,9007.1875,8811.366211,195.821289,3.32%,,,,,,,
01/05/2020,8672.782227,9048.023438,8667.763672,380.259766,7.32%,,,,,,,
30/04/2020,8797.669922,9440.650391,8533.255859,907.394532,12.77%,,,,,,,
29/04/2020,7806.712402,8871.753906,7786.049316,1085.70459,7.50%,,,,,,,
28/04/2020,7796.970215,7814.527344,7730.806641,83.720703,1.30%,,,,,,,
27/04/2020,7679.418945,7795.601074,7679.418945,116.182129,1.69%,,,,,,,
26/04/2020,7570.13916,7700.594238,7561.407715,139.186523,1.71%,,,,,,,
25/04/2020,7550.48291,7641.36377,7521.672363,119.691407,1.75%,,,,,,,
24/04/2020,7434.181641,7574.195801,7434.181641,140.01416,3.86%,,,,,,,
23/04/2020,7121.306152,7491.785156,7081.594727,410.190429,5.00%,,,,,,,
22/04/2020,6879.44043,7145.865723,6867.781738,278.083985,2.75%,,,,,,,
21/04/2020,6879.78418,6934.551758,6834.442383,100.109375,3.51%,,,,,,,
20/04/2020,7186.873535,7240.290527,6835.50293,404.787597,3.57%,,,,,,,
19/04/2020,7260.922363,7280.521973,7167.054688,113.467285,2.07%,,,,,,,
18/04/2020,7092.291504,7269.956543,7089.24707,180.709473,2.09%,,,,,,,
17/04/2020,7116.552734,7167.183105,7050.332031,116.851074,5.24%,,,,,,,
16/04/2020,6640.454102,7134.450684,6555.504395,578.946289,6.39%,,,,,,,
15/04/2020,6845.561523,6928.664551,6633.402832,295.261719,3.36%,,,,,,,
14/04/2020,6843.281738,6958.557129,6793.821289,164.73584,3.32%,,,,,,,
13/04/2020,6965.616699,6965.616699,6668.259766,297.356933,4.42%,,,,,,,
12/04/2020,6858.067871,7119.947266,6811.078125,308.869141,3.24%,,,,,,,
11/04/2020,6867.44043,6926.069824,6789.920898,136.148926,4.36%,,,,,,,
10/04/2020,7303.81543,7303.81543,6802.475098,501.340332,4.52%,,,,,,,
09/04/2020,7337.966309,7341.448242,7179.094238,162.354004,2.54%,,,,,,,
08/04/2020,7179.283203,7356.223633,7153.305664,202.917969,3.40%,,,,,,,
07/04/2020,7273.644043,7427.939453,7136.714355,291.225098,5.75%,,,,,,,
06/04/2020,6788.049805,7271.78125,6782.889648,488.891602,4.78%,,,,,,,
05/04/2020,6862.537598,6883.414063,6715.929199,167.484864,2.60%,,,,,,,
04/04/2020,6738.382813,6878.953613,6696.484863,182.46875,3.77%,,,,,,,
03/04/2020,6797.396484,7003.220703,6673.335938,329.884765,6.22%,,,,,,,
02/04/2020,6606.776367,7088.247559,6595.918457,492.329102,7.01%,,,,,,,
01/04/2020,6437.319336,6612.57373,6202.373535,410.200195,4.20%,,,,,,,
31/03/2020,6430.606445,6504.515137,6374.162109,130.353028,6.28%,,,,,,,
30/03/2020,5925.538574,6517.195801,5903.234375,613.961426,7.56%,,,,,,,
29/03/2020,6245.624512,6250.467285,5920.085938,330.381347,5.26%,,,,,,,
28/03/2020,6467.253906,6467.500977,6117.837891,349.663086,5.04%,,,,,,,
27/03/2020,6719.38916,6793.836426,6466.70166,327.134766,3.53%,,,,,,,
26/03/2020,6675.170898,6735.463867,6590.962891,144.500976,3.71%,,,,,,,
25/03/2020,6738.716797,6892.51123,6536.92627,355.58496,5.70%,,,,,,,
24/03/2020,6436.642578,6789.022949,6411.066406,377.956543,8.89%,,,,,,,
23/03/2020,5831.374512,6443.93457,5785.004395,658.930175,9.66%,,,,,,,
22/03/2020,6185.558105,6359.697266,5823.713867,535.983399,7.91%,,,,,,,
21/03/2020,6206.521484,6378.135254,5932.823242,445.312012,11.50%,,,,,,,
20/03/2020,6191.653809,6844.261719,5865.781738,978.479981,19.74%,,,,,,,
19/03/2020,5245.416504,6329.73584,5236.96875,1092.76709,12.96%,,,,,,,
18/03/2020,5227.11377,5331.833984,5069.335938,262.498046,6.52%,,,,,,,
17/03/2020,5002.578125,5371.348633,4981.90918,389.439453,11.14%,,,,,,,
16/03/2020,5385.229492,5385.229492,4575.35791,809.871582,14.20%,,,,,,,
15/03/2020,5201.066895,5836.64502,5169.283203,667.361817,10.47%,,,,,,,
14/03/2020,5573.077637,5625.226563,5125.069336,500.157227,22.23%,,,,,,,
13/03/2020,5017.831055,5838.114746,4106.980957,1731.133789,30.33%,,,,,,,
12/03/2020,7913.616211,7929.116211,4860.354004,3068.762207,21.34%,,,,,,,
11/03/2020,7910.089844,7950.814453,7642.8125,308.001953,3.98%,,,,,,,
10/03/2020,7922.146973,8136.945313,7814.763184,322.182129,4.99%,,,,,,,
09/03/2020,8111.146484,8177.793457,7690.098145,487.695312,7.28%,,,,,,,
08/03/2020,8908.206055,8914.34375,8105.25293,809.09082,5.93%,,,,,,,
07/03/2020,9121.600586,9163.220703,8890.744141,272.476562,2.25%,,,,,,,
06/03/2020,9078.308594,9167.695313,9032.079102,135.616211,2.97%,,,,,,,
05/03/2020,8760.285156,9142.054688,8757.253906,384.800782,2.93%,,,,,,,
04/03/2020,8788.541992,8843.366211,8712.431641,130.93457,1.85%,,,,,,,
03/03/2020,8865.387695,8901.598633,8704.990234,196.608399,3.42%,,,,,,,
02/03/2020,8563.264648,8921.308594,8532.630859,388.677735,3.75%,,,,,,,
01/03/2020,8599.758789,8726.796875,8471.212891,255.583984,2.49%,,,,,,,
29/02/2020,8671.212891,8775.631836,8599.508789,176.123047,3.26%,,,,,,,
28/02/2020,8788.728516,8890.456055,8492.932617,397.523438,4.27%,,,,,,,
27/02/2020,8825.09375,8932.892578,8577.199219,355.693359,5.39%,,,,,,,
26/02/2020,9338.290039,9354.77832,8704.426758,650.351562,5.17%,,,,,,,
25/02/2020,9651.3125,9652.737305,9305.021484,347.715821,3.84%,,,,,,,
24/02/2020,9921.583008,9951.746094,9537.042969,414.703125,3.59%,,,,,,,
23/02/2020,9663.318359,9937.404297,9657.791016,279.613281,1.95%,,,,,,,
22/02/2020,9687.707031,9698.231445,9600.728516,97.502929,1.20%,,,,,,,
21/02/2020,9611.782227,9723.014648,9589.743164,133.271484,1.39%,,,,,,,
20/02/2020,9629.325195,9643.216797,9507.900391,135.316406,3.53%,,,,,,,
19/02/2020,10143.79883,10191.67578,9611.223633,580.452147,5.73%,,,,,,,
18/02/2020,9691.230469,10161.93555,9632.382813,529.552737,4.83%,,,,,,,
17/02/2020,9936.560547,9938.81543,9507.637695,431.177735,3.86%,,,,,,,
16/02/2020,9889.179688,10053.96875,9722.386719,331.582031,3.87%,,,,,,,
15/02/2020,10313.85645,10341.55566,9874.427734,467.127926,3.25%,,,,,,,
14/02/2020,10211.55078,10321.99609,10125.53418,196.46191,2.61%,,,,,,,
13/02/2020,10323.96094,10457.62695,10116.16113,341.46582,2.61%,,,,,,,
12/02/2020,10202.3877,10393.61133,10202.3877,191.22363,3.41%,,,,,,,
11/02/2020,9855.891602,10210.05273,9729.334961,480.717769,4.26%,,,,,,,
10/02/2020,10115.55957,10165.76563,9784.563477,381.202153,3.35%,,,,,,,
09/02/2020,9863.894531,10129.43555,9850.392578,279.042972,2.43%,,,,,,,
08/02/2020,9793.070313,9876.749023,9678.910156,197.838867,1.58%,,,,,,,
07/02/2020,9726.00293,9834.716797,9726.00293,108.713867,2.05%,,,,,,,
06/02/2020,9617.821289,9824.619141,9539.818359,284.800782,4.48%,,,,,,,
05/02/2020,9183.416016,9701.299805,9163.704102,537.595703,4.07%,,,,,,,
04/02/2020,9292.841797,9331.265625,9112.811523,218.454102,2.73%,,,,,,,
03/02/2020,9344.683594,9540.37207,9248.633789,291.738281,2.89%,,,,,,,
02/02/2020,9389.820313,9468.797852,9217.824219,250.973633,2.02%,,,,,,,
01/02/2020,9346.357422,9439.323242,9313.239258,126.083984,2.19%,,,,,,,
31/01/2020,9508.313477,9521.706055,9230.776367,290.929688,3.29%,,,,,,,
30/01/2020,9316.016602,9553.125977,9230.897461,322.228516,2.45%,,,,,,,
29/01/2020,9357.470703,9406.431641,9269.467773,136.963868,3.29%,,,,,,,
28/01/2020,8912.524414,9358.589844,8908.447266,450.142578,4.83%,,,,,,,
27/01/2020,8597.308594,8977.726563,8597.308594,380.417969,3.93%,,,,,,,
26/01/2020,8364.410156,8602.401367,8325.498047,276.90332,2.60%,,,,,,,
25/01/2020,8440.119141,8458.453125,8296.21875,162.234375,2.44%,,,,,,,
24/01/2020,8405.567383,8514.666992,8266.84082,247.826172,3.47%,,,,,,,
23/01/2020,8680.650391,8687.74707,8333.637695,354.109375,2.92%,,,,,,,
22/01/2020,8744.210938,8792.994141,8636.74707,156.247071,2.12%,,,,,,,
21/01/2020,8658.991211,8755.706055,8544.520508,211.185547,2.28%,,,,,,,
20/01/2020,8704.631836,8745.59082,8560.473633,185.117187,4.08%,,,,,,,
19/01/2020,8941.445313,9164.362305,8620.080078,544.282227,4.08%,,,,,,,
18/01/2020,8927.211914,9012.198242,8827.332031,184.866211,2.67%,,,,,,,
17/01/2020,8725.209961,8958.12207,8677.316406,280.805664,2.92%,,,,,,,
16/01/2020,8812.481445,8846.460938,8612.095703,234.365235,2.65%,,,,,,,
15/01/2020,8825.34375,8890.117188,8657.1875,232.929688,5.97%,,,,,,,
14/01/2020,8140.933105,8879.511719,8140.933105,738.578614,5.23%,,,,,,,
13/01/2020,8189.771973,8197.788086,8079.700684,118.087402,1.92%,,,,,,,
12/01/2020,8033.261719,8200.063477,8009.059082,191.004395,2.33%,,,,,,,
11/01/2020,8162.190918,8218.359375,8029.64209,188.717285,3.99%,,,,,,,
10/01/2020,7878.307617,8166.554199,7726.774902,439.779297,4.20%,,,,,,,
09/01/2020,8082.295898,8082.295898,7842.403809,239.892089,4.16%,,,,,,,
08/01/2020,8161.935547,8396.738281,7956.774414,439.963867,5.47%,,,,,,,
07/01/2020,7768.682129,8178.21582,7768.227539,409.988281,5.28%,,,,,,,
06/01/2020,7410.452148,7781.867188,7409.292969,372.574219,3.49%,,,,,,,
05/01/2020,7410.45166,7544.49707,7400.535645,143.961425,1.78%,,,,,,,
04/01/2020,7345.375488,7427.385742,7309.51416,117.871582,4.41%,,,,,,,
03/01/2020,6984.428711,7413.715332,6914.996094,498.719238,5.38%,,,,,,,
02/01/2020,7202.55127,7212.155273,6935.27002,276.885253,2.48%,,,,,,,
01/01/2020,7194.89209,7254.330566,7174.944336,79.38623,1.68%,,,,,,,
31/12/2019,7294.438965,7335.290039,7169.777832,165.512207,2.32%,,,,,,,
30/12/2019,7420.272949,7454.824219,7276.308105,178.516114,2.82%,,,,,,,
29/12/2019,7317.647461,7513.948242,7279.865234,234.083008,2.37%,,,,,,,
28/12/2019,7289.03125,7399.041016,7286.905273,112.135743,1.97%,,,,,,,
27/12/2019,7238.141113,7363.529297,7189.934082,173.595215,2.48%,,,,,,,
26/12/2019,7274.799316,7388.302734,7200.386719,187.916015,2.21%,,,,,,,
25/12/2019,7325.755859,7357.02002,7220.991211,136.028809,2.73%,,,,,,,
24/12/2019,7354.393066,7535.716797,7269.528809,266.187988,3.97%,,,,,,,
23/12/2019,7508.902344,7656.17627,7326.192383,329.983887,4.73%,,,,,,,
22/12/2019,7191.188477,7518.033203,7167.179199,350.854004,3.19%,,,,,,,
21/12/2019,7220.59375,7223.226074,7112.73584,110.490234,1.96%,,,,,,,
20/12/2019,7208.636719,7257.921875,7086.124023,171.797852,3.28%,,,,,,,
19/12/2019,7277.59082,7346.602539,7041.381836,305.220703,8.20%,,,,,,,
18/12/2019,6647.698242,7324.984863,6540.049316,784.935547,8.38%,,,,,,,
17/12/2019,6931.31543,6964.075195,6587.974121,376.101074,4.50%,,,,,,,
16/12/2019,7153.663086,7171.168945,6903.682617,267.486328,3.68%,,,,,,,
15/12/2019,7124.239746,7181.075684,6924.375977,256.699707,3.22%,,,,,,,
14/12/2019,7268.902832,7308.836426,7097.208984,211.627442,1.92%,,,,,,,
13/12/2019,7244.662109,7293.560547,7227.122559,66.437988,1.17%,,,,,,,
12/12/2019,7216.73877,7266.639648,7164.741211,101.898437,1.58%,,,,,,,
11/12/2019,7277.197754,7324.15625,7195.527344,128.628906,2.07%,,,,,,,
10/12/2019,7397.134277,7424.022949,7246.043945,177.979004,2.84%,,,,,,,
09/12/2019,7561.79541,7618.091797,7365.985352,252.106445,2.72%,,,,,,,
08/12/2019,7551.338867,7634.606445,7476.091309,158.515136,1.48%,,,,,,,
07/12/2019,7547.265625,7589.95166,7525.711426,64.240234,1.47%,,,,,,,
06/12/2019,7450.561523,7546.996582,7392.175293,154.821289,4.59%,,,,,,,
05/12/2019,7253.241699,7743.431641,7232.676758,510.754883,6.01%,,,,,,,
04/12/2019,7320.125,7539.784668,7170.922852,368.861816,3.81%,,,,,,,
03/12/2019,7323.975586,7418.858887,7229.356934,189.501953,2.90%,,,,,,,
02/12/2019,7424.036133,7474.818848,7233.399414,241.419434,3.45%,,,,,,,
01/12/2019,7571.616211,7571.616211,7291.341797,280.274414,3.87%,,,,,,,
30/11/2019,7764.057129,7836.102051,7515.849609,320.252442,4.29%,,,,,,,
29/11/2019,7466.727051,7781.179688,7460.756348,320.42334,3.96%,,,,,,,
28/11/2019,7536.820313,7730.072754,7454.121582,275.951172,6.38%,,,,,,,
27/11/2019,7220.880859,7619.693359,6974.174316,645.519043,6.07%,,,,,,,
26/11/2019,7145.15918,7320.230469,7098.572266,221.658203,6.56%,,,,,,,
25/11/2019,7039.977051,7319.856934,6617.166992,702.689942,7.31%,,,,,,,
24/11/2019,7398.633789,7408.577148,7029.289063,379.288085,4.59%,,,,,,,
23/11/2019,7296.164551,7442.258789,7151.417969,290.84082,6.88%,,,,,,,
22/11/2019,7643.569336,7697.382813,6936.706543,760.67627,7.94%,,,,,,,
21/11/2019,8023.644531,8110.098145,7597.381836,512.716309,4.51%,,,,,,,
20/11/2019,8203.613281,8237.240234,8010.511719,226.728515,3.22%,,,,,,,
19/11/2019,8305.134766,8408.516602,8099.963379,308.553223,4.01%,,,,,,,
18/11/2019,8573.980469,8653.280273,8273.573242,379.707031,3.55%,,,,,,,
17/11/2019,8549.470703,8727.789063,8500.967773,226.82129,2.03%,,,,,,,
16/11/2019,8491.166016,8591.99707,8473.973633,118.023437,2.09%,,,,,,,
15/11/2019,8705.708008,8730.873047,8484.84375,246.029297,2.16%,,,,,,,
14/11/2019,8811.936523,8826.943359,8692.551758,134.391601,1.19%,,,,,,,
13/11/2019,8812.033203,8836.841797,8761.651367,75.19043,1.39%,,,,,,,
12/11/2019,8759.751953,8853.768555,8685.427734,168.340821,3.03%,,,,,,,
11/11/2019,9056.917969,9081.279297,8700.608398,380.670899,3.85%,,,,,,,
10/11/2019,8812.489258,9103.826172,8806.162109,297.664063,2.25%,,,,,,,
09/11/2019,8809.46875,8891.818359,8793.163086,98.655273,3.22%,,,,,,,
08/11/2019,9265.368164,9272.759766,8775.53418,497.225586,3.55%,,,,,,,
07/11/2019,9352.393555,9368.476563,9202.353516,166.123047,1.52%,,,,,,,
06/11/2019,9340.864258,9423.237305,9305.90918,117.328125,1.69%,,,,,,,
05/11/2019,9413.004883,9457.417969,9256.931641,200.486328,2.78%,,,,,,,
04/11/2019,9235.607422,9505.051758,9191.485352,313.566406,2.96%,,,,,,,
03/11/2019,9324.787109,9379.806641,9141.251953,238.554688,1.98%,,,,,,,
02/11/2019,9259.783203,9377.486328,9249.587891,127.898437,1.48%,,,,,,,
01/11/2019,9193.992188,9275.657227,9132.047852,143.609375,2.71%,,,,,,,
31/10/2019,9202.458008,9383.161133,9028.717773,354.44336,3.69%,,,,,,,
30/10/2019,9422.462891,9426.874023,9085.370117,341.503906,3.38%,,,,,,,
29/10/2019,9248.44043,9516.180664,9232.648438,283.532226,4.35%,,,,,,,
28/10/2019,9565.101563,9805.118164,9256.148438,548.969726,6.42%,,,,,,,
27/10/2019,9241.707031,9749.529297,9112.541992,636.987305,11.51%,,,,,,,
26/10/2019,8667.577148,10021.74414,8662.62207,1359.12207,17.16%,,,,,,,
25/10/2019,7490.703125,8691.540039,7479.984375,1211.555664,8.64%,,,,,,,
24/10/2019,7509.728027,7532.867676,7446.98877,85.878906,4.39%,,,,,,,
23/10/2019,8076.228516,8092.999512,7469.322754,623.676758,5.13%,,,,,,,
22/10/2019,8243.402344,8296.651367,8074.462891,222.188476,1.96%,,,,,,,
21/10/2019,8225.115234,8296.694336,8196.416016,100.27832,2.70%,,,,,,,
20/10/2019,7997.807129,8281.818359,7949.439453,332.378906,2.95%,,,,,,,
19/10/2019,7973.803711,8082.629395,7944.776855,137.85254,2.31%,,,,,,,
18/10/2019,8100.933594,8138.413574,7902.164063,236.249511,2.30%,,,,,,,
17/10/2019,8047.8125,8134.831543,8000.942871,133.888672,2.23%,,,,,,,
16/10/2019,8204.674805,8216.8125,7985.089844,231.722656,2.75%,,,,,,,
15/10/2019,8373.458008,8410.714844,8182.706543,228.008301,2.01%,,,,,,,
14/10/2019,8320.832031,8390.208984,8284.130859,106.078125,1.80%,,,,,,,
13/10/2019,8336.902344,8470.988281,8276.612305,194.375976,1.78%,,,,,,,
12/10/2019,8315.665039,8415.242188,8313.34082,101.901368,2.96%,,,,,,,
11/10/2019,8585.262695,8721.780273,8316.181641,405.598632,3.26%,,,,,,,
10/10/2019,8585.280273,8625.272461,8471.933594,153.338867,3.72%,,,,,,,
09/10/2019,8229.84082,8627.706055,8169.298828,458.407227,3.67%,,,,,,,
08/10/2019,8246.849609,8332.714844,8185.763184,146.95166,3.44%,,,,,,,
07/10/2019,7989.120605,8308.450195,7905.766113,402.684082,3.71%,,,,,,,
06/10/2019,8149.876953,8161.410156,7958.850586,202.55957,2.11%,,,,,,,
05/10/2019,8210.149414,8215.526367,8071.120605,144.405762,1.53%,,,,,,,
04/10/2019,8259.494141,8260.055664,8151.236816,108.818848,2.24%,,,,,,,
03/10/2019,8390.774414,8414.227539,8146.437012,267.790527,2.60%,,,,,,,
02/10/2019,8344.212891,8393.041992,8227.695313,165.346679,2.59%,,,,,,,
01/10/2019,8299.720703,8497.692383,8232.679688,265.012695,4.62%,,,,,,,
30/09/2019,8104.226563,8314.231445,7830.758789,483.472656,4.58%,,,,,,,
29/09/2019,8246.037109,8261.707031,7990.49707,271.209961,2.61%,,,,,,,
28/09/2019,8251.273438,8285.617188,8125.431641,160.185547,2.87%,,,,,,,
27/09/2019,8113.101074,8271.520508,7965.922852,305.597656,5.45%,,,,,,,
26/09/2019,8487.669922,8515.685547,7895.629395,620.056152,6.04%,,,,,,,
25/09/2019,8603.428711,8744.828125,8325.396484,419.431641,9.52%,,,,,,,
24/09/2019,9729.321289,9804.317383,8370.801758,1433.515625,8.84%,,,,,,,
23/09/2019,10067.96289,10074.23828,9727.143555,347.094725,2.49%,,,,,,,
22/09/2019,10024.11523,10074.44434,9922.533203,151.911137,1.67%,,,,,,,
21/09/2019,10183.64844,10188.09766,10000.70801,187.38965,1.66%,,,,,,,
20/09/2019,10266.31836,10285.87207,10132.18652,153.68555,2.93%,,,,,,,
19/09/2019,10200.49609,10295.66895,9851.692383,443.976567,2.58%,,,,,,,
18/09/2019,10247.7959,10275.92871,10191.46973,84.45898,0.88%,,,,,,,
17/09/2019,10281.51367,10296.77148,10199.73926,97.03222,1.42%,,,,,,,
16/09/2019,10347.22266,10386.86719,10189.74414,197.12305,1.31%,,,,,,,
15/09/2019,10356.46582,10387.03516,10313.09277,73.94239,0.99%,,,,,,,
14/09/2019,10345.40332,10422.13379,10291.69434,130.43945,1.66%,,,,,,,
13/09/2019,10415.36231,10441.48926,10226.59668,214.89258,2.74%,,,,,,,
12/09/2019,10176.81934,10442.25391,10099.24219,343.01172,2.86%,,,,,,,
11/09/2019,10123.03516,10215.94824,9980.776367,235.171873,2.95%,,,,,,,
10/09/2019,10336.4082,10394.35352,10020.57324,373.78028,3.25%,,,,,,,
09/09/2019,10443.22852,10450.31152,10144.92969,305.38183,2.34%,,,,,,,
08/09/2019,10518.11426,10595.6377,10409.09082,186.54688,1.91%,,,,,,,
07/09/2019,10353.93164,10558.67383,10348.91895,209.75488,3.86%,,,,,,,
06/09/2019,10578.19824,10898.76172,10292.29981,606.46191,3.39%,,,,,,,
05/09/2019,10588.18359,10627.26953,10516.41797,110.85156,2.07%,,,,,,,
04/09/2019,10621.18066,10762.64453,10434.70996,327.93457,3.65%,,,,,,,
03/09/2019,10345.72559,10736.10449,10308.54785,427.55664,5.60%,,,,,,,
02/09/2019,9757.473633,10396.5918,9730.650391,665.941409,4.57%,,,,,,,
01/09/2019,9630.592773,9796.755859,9582.944336,213.811523,1.85%,,,,,,,
31/08/2019,9597.539063,9673.220703,9531.799805,141.420898,1.94%,,,,,,,
30/08/2019,9514.844727,9656.124023,9428.302734,227.821289,2.89%,,,,,,,
29/08/2019,9756.786133,9756.786133,9421.629883,335.15625,4.40%,,,,,,,
28/08/2019,10203.42676,10279.36621,9716.65625,562.70996,4.13%,,,,,,,
27/08/2019,10372.82617,10381.32813,10087.30078,294.02735,3.36%,,,,,,,
26/08/2019,10126.29981,10512.32813,10126.29981,386.02832,3.36%,,,,,,,
25/08/2019,10160.73731,10304.62207,10008.78906,295.83301,3.51%,,,,,,,
24/08/2019,10407.64453,10418.02051,9982.296875,435.723635,3.95%,,,,,,,
23/08/2019,10136.30957,10442.44336,10078.19238,364.25098,3.78%,,,,,,,
22/08/2019,10142.52148,10232.99609,9831.462891,401.533199,5.75%,,,,,,,
21/08/2019,10764.57227,10798.72949,9962.72168,836.00781,5.33%,,,,,,,
20/08/2019,10916.34668,10947.04199,10618.96094,328.08105,4.50%,,,,,,,
19/08/2019,10350.2832,10916.05371,10313.2041,602.84961,4.74%,,,,,,,
18/08/2019,10233.00586,10487.07031,10119.09473,367.97558,3.54%,,,,,,,
17/08/2019,10358.72266,10452.625,10086.69824,365.92676,5.01%,,,,,,,
16/08/2019,10319.41992,10524.34961,9855.478516,668.871094,7.13%,,,,,,,
15/08/2019,10038.42188,10437.41113,9675.316406,762.094724,7.45%,,,,,,,
14/08/2019,10889.48731,10889.55664,10028.13574,861.4209,6.37%,,,,,,,
13/08/2019,11385.05273,11420.04981,10830.32715,589.72266,3.46%,,,,,,,
12/08/2019,11528.18945,11528.18945,11320.95117,207.23828,2.13%,,,,,,,
11/08/2019,11349.74023,11523.5791,11248.29492,275.28418,3.65%,,,,,,,
10/08/2019,11861.55664,11915.65527,11323.89844,591.75683,3.57%,,,,,,,
09/08/2019,11953.46973,11970.45801,11709.74512,260.71289,2.86%,,,,,,,
08/08/2019,11954.04004,11979.41992,11556.16797,423.25195,4.47%,,,,,,,
07/08/2019,11476.19336,12036.99023,11433.70117,603.28906,6.72%,,,,,,,
06/08/2019,11811.54492,12273.82129,11290.73145,983.08984,8.75%,,,,,,,
05/08/2019,10960.73535,11895.0918,10960.73535,934.35645,6.11%,,,,,,,
04/08/2019,10821.63281,11009.20703,10620.27832,388.92871,3.96%,,,,,,,
03/08/2019,10519.27832,10946.78125,10503.50488,443.27637,3.51%,,,,,,,
02/08/2019,10402.04297,10657.95313,10371.01367,286.93946,4.03%,,,,,,,
01/08/2019,10077.44238,10446.91992,9922.019531,524.900389,5.27%,,,,,,,
31/07/2019,9604.050781,10085.62793,9598.097656,487.530274,3.95%,,,,,,,
30/07/2019,9522.329102,9701.759766,9437.335938,264.423828,2.48%,,,,,,,
29/07/2019,9548.178711,9681.648438,9472.948242,208.700196,2.80%,,,,,,,
28/07/2019,9491.626953,9575.544922,9252.296875,323.248047,5.47%,,,,,,,
27/07/2019,9871.165039,10167.32031,9411.521484,755.798826,4.81%,,,,,,,
26/07/2019,9913.126953,9916.517578,9717.982422,198.535156,2.95%,,,,,,,
25/07/2019,9809.09668,10154.25391,9773.957031,380.296879,3.41%,,,,,,,
24/07/2019,9887.730469,9908.796875,9614.306641,294.490234,3.66%,,,,,,,
23/07/2019,10346.74805,10346.74805,9883.594727,463.153323,4.53%,,,,,,,
22/07/2019,10596.94824,10651.79102,10154.92188,496.86914,4.40%,,,,,,,
21/07/2019,10777.5293,10841.8877,10389.59961,452.28809,4.99%,,,,,,,
20/07/2019,10525.81934,11048.66211,10451.27637,597.38574,5.09%,,,,,,,
19/07/2019,10653.95606,10716.98047,10229.62891,487.35156,9.52%,,,,,,,
18/07/2019,9698.50293,10736.84277,9376.798828,1360.043942,11.40%,,,,,,,
17/07/2019,9471.213867,9963.134766,9163.134766,800,10.78%,,,,,,,
16/07/2019,10896.65332,10996.63281,9448.106445,1548.526365,12.72%,,,,,,,
15/07/2019,10257.83887,11052.7666,9992.006836,1060.759764,10.01%,,,,,,,
14/07/2019,11381.02051,11451.2041,10234.57617,1216.62793,9.10%,,,,,,,
13/07/2019,11813.12695,11841.95703,10908.47949,933.47754,7.31%,,,,,,,
12/07/2019,11354.29981,11905.48731,11179.14453,726.34278,7.05%,,,,,,,
11/07/2019,12139.71387,12144.62305,11158.92285,985.7002,9.56%,,,,,,,
10/07/2019,12571.53711,13129.5293,11710.97852,1418.55078,8.00%,,,,,,,
09/07/2019,12284.32617,12779.13184,12233.26172,545.87012,6.54%,,,,,,,
08/07/2019,11446.59668,12345.83301,11393.37402,952.45899,6.00%,,,,,,,
07/07/2019,11217.61621,11541.62012,11148.80469,392.81543,4.69%,,,,,,,
06/07/2019,10982.54395,11620.96484,10982.54395,638.42089,5.17%,,,,,,,
05/07/2019,11203.10254,11395.66113,10874.96484,520.69629,5.68%,,,,,,,
04/07/2019,11972.71875,12006.0752,11166.56934,839.50586,9.19%,,,,,,,
03/07/2019,10818.15625,11968.07813,10818.15625,1149.92188,10.98%,,,,,,,
02/07/2019,10588.68359,10912.18848,9737.884766,1174.303714,10.61%,,,,,,,
01/07/2019,10796.93066,11206.43945,10089.31445,1117.125,10.46%,,,,,,,
30/06/2019,11931.99121,12178.38379,10799.00879,1379.375,9.16%,,,,,,,
29/06/2019,12400.76367,12400.91016,11508.37891,892.53125,10.85%,,,,,,,
28/06/2019,11162.16797,12445.17481,10914.49512,1530.67969,16.71%,,,,,,,
27/06/2019,13017.125,13311.14453,10491.85254,2819.29199,20.63%,,,,,,,
26/06/2019,11778.58106,13796.48926,11755.59766,2040.8916,12.83%,,,,,,,
25/06/2019,11007.20215,11790.91699,11007.20215,783.71484,5.71%,,,,,,,
24/06/2019,10853.74414,11065.89648,10610.42773,455.46875,5.35%,,,,,,,
23/06/2019,10696.69141,11246.14453,10556.0957,690.04883,8.55%,,,,,,,
22/06/2019,10175.92383,11157.3457,10107.03516,1050.31054,8.77%,,,,,,,
21/06/2019,9525.074219,10144.55664,9525.074219,619.482421,5.29%,,,,,,,
20/06/2019,9273.060547,9594.419922,9232.484375,361.935547,3.26%,,,,,,,
19/06/2019,9078.727539,9299.621094,9070.395508,229.225586,3.07%,,,,,,,
18/06/2019,9335.466797,9348.374023,9004.901367,343.472656,4.29%,,,,,,,
17/06/2019,8988.923828,9416.407227,8988.923828,427.483399,5.37%,,,,,,,
16/06/2019,8841.44043,9335.867188,8814.556641,521.310547,4.38%,,,,,,,
15/06/2019,8689.746094,8859.12793,8618.395508,240.732422,4.67%,,,,,,,
14/06/2019,8230.898438,8710.636719,8183.393066,527.243653,4.61%,,,,,,,
13/06/2019,8145.54541,8311.567383,8087.061035,224.506348,3.53%,,,,,,,
12/06/2019,7925.434082,8196.648438,7862.359863,334.288575,3.67%,,,,,,,
11/06/2019,8004.243652,8026.394043,7772.803711,253.590332,4.54%,,,,,,,
10/06/2019,7692.284668,8031.909668,7586.730957,445.178711,5.27%,,,,,,,
